company,source,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5,job_type_6,job_type_7,job_type_8
Vi,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Becton Dickinson,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Micron Technology,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Principal Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Arconic,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
NRG Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
VF,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Devon Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
DR Horton,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Bed Bath & Beyond,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Consolidated Edison,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Edison,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Sherwin-Williams,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
NGL Energy Partners,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Dominion Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Ameriprise Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
ADP,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Hilton Worldwide,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
First Data,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Henry Schein,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Toys 'R' Us,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
BB&T,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Reinsurance of America,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Core-Mark Holding,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Biogen,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Las Vegas Sands,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Stanley Black & Decker,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Parker-Hannifin,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Stryker,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Estee Lauder,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Celgene,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
BlackRock,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Xcel Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
CSX,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Unum,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Jacobs Engineering,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Lennar,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
1 Automotive,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Leucadia National,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Entergy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
PayPal,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Applied Materials,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Voya Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Mastercard,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Priceline,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Liberty Interactive,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
AutoZone,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
State Street,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
DTE Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
L3 Technologies,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
HollyFrontier,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Praxair,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Universal Health Services,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Discover Financial Services,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Occidental Petroleum,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
United States Steel,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Sempra Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Baxter,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
WW Grainger,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Autoliv,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Norfolk Southern,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Baker Hughes,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Ally Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Sonic Automotive,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Owens & Minor,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Huntsman,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Laboratoryof America,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Murphy USA,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Advance Auto Parts,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Fidelity National Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Air Products & Chemicals,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Hormel Foods,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Hertz Global,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
MGM Resorts,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Corning,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Republic Services,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Alcoa,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Fidelity National Information Services,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Pacific Life,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
SunTrust Banks,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
LKQ,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
BorgWarner,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Ball,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
CST Brands,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Public Service Enterprise,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Eastman Chemical,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
eBay,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Mohawk Industries,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Oneok,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Frontier Communications,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Netflix,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
American Family Insurance,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Thrivent Financial for Lutherans,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Expedia,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Lithia Motors,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Avis Budget,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Reliance Steel & Aluminum,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
GameStop,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Tenneco,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
O'Reilly Automotive,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Peter Kiewit Sons',f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
United Natural Foods,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
salesforce,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Boston Scientific,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Newmont Mining,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Genworth Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Live Nation Entertainment,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Veritiv,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
News,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Crown,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Global Partners,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
PVH,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Level 3 Communications,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Navistar,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Univar,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Campbell Soup,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Dick's Sporting Goods,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Weyerhaeuser,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Mutual of Omaha Insurance,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Chesapeake Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Anadarko Petroleum,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Interpublic,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
J M Smucker,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Steel Dynamics,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Foot Locker,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Western Refining,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
SpartanNash,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Dean Foods,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Zimmer Biomet,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Pulte,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
W R Berkley,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Quanta Services,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
EOG Resources,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Charles Schwab,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Eversource Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Anixter,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Emcor,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Assurant,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
CenterPoint Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Harris,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
HD Supply,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
PPL,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Quest Diagnostics,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Williams,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
WEC Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Hershey,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
AGCO,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Ralph Lauren,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Masco,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Wesco,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
LifePoint Health,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
National Oilwell Varco,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Kindred Healthcare,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Mosaic,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Alliance Data Systems,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Computer Sciences,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Huntington Ingalls Industries,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Leidos,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Erie Insurance,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Tesla,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Ascena Retail,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Darden Restaurants,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Harman Industries,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Nvidia,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
RR Donnelley & Sons,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Fifth Third Bancorp,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Quintiles IMS,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Jones Lang LaSalle,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Dover,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Spirit AeroSystems,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Ryder System,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
A-Mark Precious Metals,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Tractor Supply,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Sealed Air,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Auto-Owners Insurance,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Yum China,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Calpine,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Owens-Illinois,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Targa Resources,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
JetBlue Airways,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Jones Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Franklin Resources,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Activision Blizzard,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
JB Hunt Transport Services,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Constellation Brands,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
NCR,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Asbury Automotive,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
American Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Discovery Communications,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Berry Global,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Sanmina,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
CalAtlantic,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Dr Pepper Snapple,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Dillard's,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
HRG,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
CMS Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Graybar Electric,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Builders FirstSource,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Yum Brands,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Casey's General Stores,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Amphenol,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Oshkosh,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
iHeartMedia,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
TreeHouse Foods,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Alleghany,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Expeditors of Washington,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Avery Dennison,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Ameren,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Hanesbrands,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Motorola Solutions,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
St Jude Medical,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Harley-Davidson,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Regions Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Intercontinental Exchange,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Alaska Air,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Old Republic,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Lam Research,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
AK Steel Holding,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Rockwell Automation,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Adobe Systems,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Avon Products,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Terex,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
NVR,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Dana,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Realogy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
American Tower,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Packagingof America,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Citizens Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
United Rentals,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Clorox,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Genesis Healthcare,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
M&T Bank,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Ingredion,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
UGI,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Owens Corning,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
S&P Global,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Markel,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Wyndham Worldwide,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Arthur J Gallagher,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Burlington Stores,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
First American Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Symantec,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Patterson,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Olin,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
NetApp,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Raymond James Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
TravelCenters of America,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Fiserv,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Host Hotels & Resorts,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Insight Enterprises,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Mattel,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
AmTrust Financial Services,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Cincinnati Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Simon Property,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Western Union,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
KeyCorp,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Delek US,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Booz Allen Hamilton Holding,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Chemours,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Western & Southern Financial,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Celanese,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Windstream,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Seaboard,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Essendant,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Apache,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Airgas,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Kelly Services,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Liberty Media,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Rockwell Collins,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Robert Half,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
CH2M Hill,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Big Lots,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Michaels,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Toll Brothers,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Yahoo,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Vistra Energy,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
ABM Industries,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Northern Trust,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
MasTec,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Blackstone,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Telephone & Data Systems,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Domtar,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Williams-Sonoma,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Westlake Chemical,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Post,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Hasbro,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Juniper Networks,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
Fortune Brands Home & Security,f1000list,data_science,stats,quant,mba,petroleum_geologist,chemical_engineer,consultant,law
