company,source,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5,job_type_6,job_type_7,job_type_8
Och-Ziff,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Winton,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Elliott,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Baupost,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Adage,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Viking Global Investors,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Davidson Kempner,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Citadel,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Marshall Wace,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Lone Pine Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Credit Suisse,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Farallon,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
GAM Holding,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
King Street,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Platinum,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Hillhouse,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
ValueAct,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Pacific Investment,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Anchorage Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
York,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Appaloosa,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Canyon Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Third Point,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Egerton Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Brevan Howard,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Centerbridge Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
BlueMountain,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Cevian Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Brummer & Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Wellington Alternative Investments,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Moore,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Fortress Investment,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Trian Fund,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Value Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Capula Investment,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
TCI Fund,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Balyasny,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Henderson AlphaGen,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Highfields,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
CQS,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
GoldenTree,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
GSO Capital Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Pershing Square,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Beach Point,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Angelo,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Lansdowne Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Bracebridge Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Discovery,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
PointState Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Magnetar Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Nephila Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
CarVal Investors,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
HBK,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Tudor Investment,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Fir Tree Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Carlson Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Glenview,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Paulson,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Tiger Global,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Marathon,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Soroban Capital Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Element,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Maverick Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Coatue,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Grantham,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Cerberus,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Senator Investment,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Systematica Investments,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Greenlight Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Caxton Associates,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Lazard,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Candriam Investors,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Pictet,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Silver Point Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Odey,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Capital Fund,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Eton Park,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Blue Ridge Capital Holdings,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
GSA Capital Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Eminence Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Pine River,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
MKP,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Taconic Capital Advisors,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Arrowgrass Capital Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
JANA Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Scopia Capital,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Redwood,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Dymon Asia,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Indus Capital Partners,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Paloma,hedge,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Cravath Swaine & Moore,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Wachtell Lipton Rosen & Katz,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Skadden Arps Slate Meagher & Flom and Affiliates,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Sullivan & Cromwell,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Latham & Watkins,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Davis Polk & Wardwell,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Simpson Thacher & Bartlett,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Kirkland & Ellis,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Gibson Dunn & Crutcher,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Paul Weiss Rifkind Wharton & Garrison,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Weil Gotshal & Manges,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Quinn Emanuel Urquhart & Sullivan,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Sidley Austin,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Cleary Gottlieb Steen & Hamilton,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Covington & Burling,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Jones Day,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Williams nnolly,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Debevoise & Plimpton,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
White & Case,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
WilmerHale,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Ropes & Gray,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Paul Hastings,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Boies Schiller Flexner,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Morrison & Foerster,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Hogan Lovells US,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
O'Melveny & Myers,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Cooley,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Proskauer Rose,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Akin Gump Strauss Hauer & Feld,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Arnold & Porter Kaye Scholer,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Baker McKenzie,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Mayer Brown,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
DLA Piper,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
K&L Gates,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Clifford Chance US,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Linklaters,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Munger Tolles & Olson,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Orrick Herrington & Sutcliffe,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Wilson Sonsini Goodrich & Rosati,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Milbank Tweed Hadley & McCloy,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Shearman & Sterling,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Morgan Lewis & Bockius,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
King & Spalding,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Baker Botts,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Goodwin,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Allen & Overy,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Winston & Strawn,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Cadwalader Wickersham & Taft,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Fried Frank Harris Shriver & Jacobson,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Perkins Coie,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Willkie Farr & Gallagher,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Dechert,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Greenberg Traurig,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Alston & Bird,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Jenner & Block,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Freshfields Bruckhaus Deringer,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
McDermott Will & Emery,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Cahill Gordon & Reindel,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Holland & Knight,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Dentons,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Susman Godfrey,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Pillsbury Winthrop Shaw Pittman,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Reed Smith,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Baker & Hostetler,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Vinson & Elkins,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Norton Rose Fulbright,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Irell & Manella,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Nixon Peabody,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Crowell & Moring,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Fish & Richardson,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Venable,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Steptoe & Johnson,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Bryan Cave Leighton Paisner,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Squire Patton Boggs,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Foley & Lardner,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Sheppard Mullin Richter & Hampton,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
McGuireWoods,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Locke Lord,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Fenwick & West,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Arent Fox,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Hunton Andrews Kurth,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Katten Muchin Rosenman,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Schulte Roth & Zabel,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Seyfarth Shaw,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Pepper Hamilton,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Hughes Hubbard & Reed,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Mintz Levin Cohn Ferris Glovsky and Popeo,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Fox Rothschild,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Haynes and Boone,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Duane Morris,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Drinker Biddle & Reath,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Blank Rome,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Troutman Sanders,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Davis Wright Tremaine,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Kilpatrick Townsend & Stockton,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Kramer Levin Naftalis & Frankel,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Ballard Spahr,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Kellogg Hansen Todd Figel & Frederick P L L C,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Littler Mendelson,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
Wiley Rein,law,law,data_science,stats,mba,quant,consultant,petroleum_geologist,chemical_engineer
McKinsey mpany,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Bain mpany,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
The Boston Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Deloitte Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Oliver Wyman,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Putnam Associates,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
EY-Parthenon,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
PricewaterhouseCoopers Advisory Services,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
The Bridgespan,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Accenture,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
A T Kearney,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
KPMG,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Strategy& part of the PwC network,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
L E K Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
GE Healthcare Partners,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
The Brattle,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Roland Berger,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Insight Sourcing,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Analysis,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Alvarez & Marsal,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Booz Allen Hamilton,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
The Keystone,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
ghSMART,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
ClearView Healthcare Partners,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
ZS,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Health Advances,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
LeapPoint,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
OC&C Strategy Consultants,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Eagle Hill Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Simon-Kucher & Partners,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Protiviti,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Trinity Partners,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Clarkston Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Ignyte,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Bates White Economic Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
NERA Economic Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Charles River Associates,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
The Chartis,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Cicero,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Innosight,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Censeo Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Keystone Strategy,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
The Cambridge,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Arthur D Little,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Smartronix,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Kenway Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Pace Harmon,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
DayBlink Consulting,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Vivaldi,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Cornerstone Research,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Alira Health,consulting,consultant,data_science,stats,mba,quant,law,petroleum_geologist,chemical_engineer
Evercore,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Centerview Partners,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Greenhill,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Moelis mpany,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Perella Weinberg Partners,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Guggenheim Securities,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Bank of America Corp,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Houlihan Lokey,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
William Blair,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Pj Solomon,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Harris Williams,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Cowen,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
UBS,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Loop Capital Markets,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
J P Morgan,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Barclays Investment Bank,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
PJT Partners,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Citi Institutional Clients,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Jefferies,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Rothschild,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Allen mpany,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Qatalyst Partners,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Deutsche Bank AG,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
RBC Capital Markets,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Wells Fargo mpany,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Macquarie,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Piper Jaffray Companies,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
BMO Capital Markets,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Oppenheimer,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Baird,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Deloitte Corporate Finance,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
BNP Paribas USA,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Nomura Holdings,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
HSBC North America Holdings,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Bank of New York Mellon Corporation,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
LionTree Advisors,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Royal Bank of Scotland plc,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Cantor Fitzgerald,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Tudor Pickering Holt,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Societe Generale Corporate & Investment Banking,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Stifel Financial Corp,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
EY,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Brown Brothers Harriman,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
CIBC World Markets,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
Lloyds Banking PLC,banking,quant,data_science,stats,mba,law,consultant,petroleum_geologist,chemical_engineer
PwC,accounting,mba,data_science,stats,quant,law,consultant,petroleum_geologist,chemical_engineer
Deloitte,accounting,mba,data_science,stats,quant,law,consultant,petroleum_geologist,chemical_engineer
