cid,list_id,company,position,office,office_state,job_type,list_rank,source,file_rank
c1128,ru_USNA,Usana Health Sciences,Sr Software Engineer,Salt Lake City,UT,computer_science,2814.0,ru3000,2
c1129,ru_UTHR,United Therapeutics,Senior Clinical Software Developer,Research Triangle Park,NC,computer_science,2785.0,ru3000,2
c1130,ru_VEC,Vectrus,Jr Software Engineer,Dahlgren,VA,computer_science,2831.0,ru3000,2
c1131,ru_VG,Vonage,Software Engineer III,Atlanta,GA,computer_science,2875.0,ru3000,2
c1132,ru_VGR,Vector,C Software Developer,East Greenwich,RI,computer_science,2829.0,ru3000,2
c1133,ru_VRAY,Viewray,Software Engineer,Mountain View,CA,computer_science,2858.0,ru3000,2
c1134,ru_VREX,Varex Imaging,Software Engineer,Franklin Park,IL,computer_science,2826.0,ru3000,2
c1135,ru_VRTX,Vertex Pharmaceuticals,Data Science Quality Engineer,Boston,MA,data_science,2850.0,ru3000,2
c1136,ru_VSLR,Vivint Solar,Software Development Manager,Lehi,UT,computer_science,2872.0,ru3000,2
c1138,ru_VYGR,Voyager Therapeutics,Scientist I - In Vivo,Cambridge,MA,data_science,2878.0,ru3000,2
c1139,ru_WAB,Wabtec,Software Engineer,Cedar Rapids,IA,computer_science,2886.0,ru3000,2
c1140,ru_WAIR,Wesco Aircraft,Customer Program Manager,Oshkosh,WI,mba,2918.0,ru3000,2
c1141,ru_WAL,Western Alliance Bank,Senior Business Project Manager-Temporary,Phoenix,AZ,mba,2923.0,ru3000,2
c1142,ru_WCG,Wellcare,Software Engineer,Tampa,FL,computer_science,2913.0,ru3000,2
c1143,ru_WEB,Web.com,IT Project Manager,Jacksonville,FL,mba,2906.0,ru3000,2
c1144,ru_WEX,WEX,Software Development Engineer / Machine Learning Engineer,South Portland,ME,data_science,2931.0,ru3000,2
c1145,ru_WH,Wyndham Hotels & Resorts,Manager - Loyalty Product Management,Parsippany,NJ,mba,2969.0,ru3000,2
c1146,ru_WHG,Westwood,BSI Software Developer - Broadcast Systems,Centennial,CO,computer_science,2930.0,ru3000,2
c1147,ru_WLTW,Willis Towers Watson,Project Manager,Tempe,AZ,mba,2947.0,ru3000,2
c1148,ru_WMB,Williams Companies,Engineering Project Manager,Connellsville,PA,mba,2944.0,ru3000,2
c1149,ru_WMGI,Wright Medical,Clinical Research Coordinator,Bloomington,MN,data_science,2966.0,ru3000,2
c1150,ru_WNEB,Western New England,Associate Director of Prospect Research and Management,Springfield,MA,data_science,2926.0,ru3000,2
c1151,ru_WTFC,Wintrust Financial,Data Engineer,Tampa,FL,data_science,2953.0,ru3000,2
c1152,ru_WTW,Weight Watchers,Product Manager,San Francisco,CA,mba,2909.0,ru3000,2
c1153,ru_WVE,Wave Life Sciences,Manager/ Senior Manager - Scientific Communications,Lexington,MA,data_science,2902.0,ru3000,2
c1154,ru_XELA,Exela Technologies,SQL Administrator,Redmond,WA,computer_science,996.0,ru3000,2
c1155,ru_XL,XL,Director - Data Science & Business Analytics,Canton,MA,data_science,2977.0,ru3000,2
c1156,ru_XLRN,Acceleron Pharma,Senior Associate - Program Management,Cambridge,MA,mba,30.0,ru3000,2
c1157,ru_YELP,Yelp,Applied Data Scientist,San Francisco,CA,data_science,2983.0,ru3000,2
c1158,ru_ZAYO,Zayo,Product Marketing Manager,Denver,CO,mba,2991.0,ru3000,2
c1159,ru_ZG,Zillow,Data Scientist,Seattle,WA,data_science,2994.0,ru3000,2
c1160,vault_101,Bain & Company,Senior Manager - Data Science,Atlanta,GA,data_science,2.0,vault-consulting-50,2
c1161,vault_102,The Boston Consulting Group,Financial Analyst,Atlanta,GA,mba_finance,3.0,vault-consulting-50,2
c1162,vault_104,Oliver Wyman,NERA FP&A Analyst,White Plains,NY,mba_finance,5.0,vault-consulting-50,2
c1163,vault_108,The Bridgespan Group,Finance Associate,Boston,MA,mba_finance,9.0,vault-consulting-50,2
c1164,vault_109,Accenture,Data Science Specialist,Austin,TX,data_science,10.0,vault-consulting-50,2
c1165,vault_111,KPMG,Manager - Data Scientist,Salt Lake City,UT,data_science,12.0,vault-consulting-50,2
c1166,vault_119,Alvarez & Marsal,Analyst,New York,NY,mba_finance,20.0,vault-consulting-50,2
c1167,vault_124,ZS,Data Science Consultant,Evanston,IL,data_science,25.0,vault-consulting-50,2
c1168,vault_134,Ignyte Group,Data Engineer,Washington,DC,data_science,35.0,vault-consulting-50,2
c1169,vault_137,Charles River Associates,Analyst,Tallahassee,FL,mba_finance,38.0,vault-consulting-50,2
c1170,vault_145,Smartronix,Financial Anlayst,Tampa,FL,mba_finance,46.0,vault-consulting-50,2
c1171,vault_162,Houlihan Lokey,Programmer Analyst - Data Science,Los Angeles,CA,quant,11.0,vault-banking-50,2
c1172,vault_166,Cowen,Equity Research Associate,New York,NY,quant,15.0,vault-banking-50,2
c1173,vault_167,UBS,Quantitative Researcher,New York,NY,quant,16.0,vault-banking-50,2
c1174,vault_17,Debevoise & Plimpton,Senior Financial Analyst,New York,NY,mba_finance,18.0,vault-law-100,2
c1175,vault_170,Credit Suisse,Financial Analyst - Global Repo,Raleigh,NC,mba_finance,19.0,vault-banking-50,2
c1176,vault_181,Macquarie Group,Operational Risk - Corporate Finance,New York,NY,mba_finance,30.0,vault-banking-50,2
c1177,vault_185,Baird,Business Process Sr Analyst - Robotics,Milwaukee,WI,mba_finance,34.0,vault-banking-50,2
c1178,vault_19,WilmerHale,Project Manager,Dayton,OH,mba,20.0,vault-law-100,2
c1179,vault_198,Ernst & Young,Senior - Data Scientist,Austin,TX,data_science,47.0,vault-banking-50,2
c1180,vault_199,Brown Brothers Harriman,Compliance Analyst II,New York,NY,mba_finance,48.0,vault-banking-50,2
c1181,vault_20,Ropes & Gray,Senior Legal Project Management Specialist,New York,NY,mba,21.0,vault-law-100,2
c1182,vault_202,PWC,Workday Financial Analyst - Senior Associate,Atlanta,GA,mba_finance,1.0,vault-accounting-50,2
c1183,vault_203,Deloitte,SOC Analyst,Bowie,MD,mba_finance,2.0,vault-accounting-50,2
c1184,vault_205,Grant Thornton,Federal Financial Analyst,Washington,DC,mba_finance,4.0,vault-accounting-50,2
c1185,vault_208,Crowe,ERP Project Manager,Indianapolis,IN,mba,7.0,vault-accounting-50,2
c1186,vault_209,Baker Tilly Virchow Krause,Senior Consultant - Financial Services RIAC,Philadelphia,PA,mba_finance,8.0,vault-accounting-50,2
c1187,vault_210,Moss Adams,Outsourced Finance & Accounting Consultant,San Francisco,CA,mba_finance,9.0,vault-accounting-50,2
c1188,vault_211,Rsm Us,Financial Analyst,Schaumburg,IL,mba_finance,10.0,vault-accounting-50,2
c1189,vault_213,Eide Bailly,NetSuite Project Manager,Phoenix,AZ,mba,12.0,vault-accounting-50,2
c1190,vault_214,Friedman,Property Management Project Manager,Cherry Hill,NJ,mba,13.0,vault-accounting-50,2
c1191,vault_224,Sikich,Salesforce - Project Manager,Chicago,IL,mba,23.0,vault-accounting-50,2
c1192,vault_23,Morrison & Foerster,Business Development Manager - Energy,San Francisco,CA,mba_finance,24.0,vault-law-100,2
c1193,vault_232,BKD,Transaction Advisory Services / Financial Due Diligence Manager,Chicago,IL,mba_finance,31.0,vault-accounting-50,2
c1194,vault_234,Marcum,Supply Chain Analyst,White Plains,NY,mba_finance,33.0,vault-accounting-50,2
c1195,vault_251,Doeren Mayhew,Analyst,Troy,MI,mba_finance,50.0,vault-accounting-50,2
c1196,vault_26,Cooley,Automotive Finance Manager,Rensselaer,NY,mba_finance,27.0,vault-law-100,2
c1197,vault_32,DLA Piper,Practice Support Analyst,Washington,DC,mba_finance,33.0,vault-law-100,2
c1198,vault_33,K&L Gates,Sr Desktop Support Analyst,New York,NY,mba_finance,34.0,vault-law-100,2
c1199,vault_4,Latham & Watkins,Tax Analyst,Los Angeles,CA,mba_finance,5.0,vault-law-100,2
c1200,vault_40,Shearman & Sterling,Financial Systems Analyst,New York,NY,mba_finance,41.0,vault-law-100,2
c1201,vault_42,King & Spalding,Director of Finance,Atlanta,GA,mba_finance,43.0,vault-law-100,2
c1202,vault_51,Dechert,Competitive Intelligence Analyst,New York,NY,mba_finance,52.0,vault-law-100,2
c1203,vault_56,McDermott Will & Emery,Business Analyst,Chicago,IL,mba_finance,57.0,vault-law-100,2
c1204,vault_62,Reed Smith,Client Value Analyst,Leeds,AL,mba_finance,63.0,vault-law-100,2
c1205,vault_68,Crowell & Moring,Financial Analyst,Washington,DC,mba_finance,69.0,vault-law-100,2
c1206,vault_69,Fish & Richardson,Financial Systems Business Analyst & Project Manager,Minneapolis,MN,mba,70.0,vault-law-100,2
c1207,vault_75,Sheppard Mullin Richter & Hampton,Senior Systems Engineer,Los Angeles,CA,mba_finance,76.0,vault-law-100,2
c1208,vault_81,Katten Muchin Rosenman,Financial Analyst,Chicago,IL,mba_finance,82.0,vault-law-100,2
c1209,vault_83,Seyfarth Shaw,Legal Project Manager,Chicago,IL,mba,84.0,vault-law-100,2
c1210,vault_9,Paul Weiss Rifkind Wharton & Garrison,E-Discovery Project Manager Office,Washington,DC,mba,10.0,vault-law-100,2
c1211,vault_91,Blank Rome,Practice Technology Project Manager,Los Angeles,CA,mba,92.0,vault-law-100,2
c1212,vault_96,Ballard Spahr,Manager - Financial Planning and Analysis,Philadelphia,PA,mba_finance,97.0,vault-law-100,2
c1213,bi_20,Palantir,Software Engineer,Palo Alto,CA,computer_science,5.0,business_insider25,3
c1214,bi_5,Intarcia Therapeutics,IT Business Analyst,Hayward,CA,mba_analyst,20.0,business_insider25,3
c1215,cnbc_10,TransferWise,Senior Java Developer,New York,NY,computer_science,11.0,cnbc_disruptor50,3
c1216,cnbc_14,Progyny,Senior Software Engineer,New York,NY,computer_science,15.0,cnbc_disruptor50,3
c1217,cnbc_15,Adyen,Product Marketing Manager,San Francisco,CA,mba,16.0,cnbc_disruptor50,3
c1218,cnbc_20,Ginkgo Bioworks,Scientist - Assay Development,Boston,MA,data_science,21.0,cnbc_disruptor50,3
c1219,cnbc_24,Zipline,Web Developer,Columbus,OH,computer_science,25.0,cnbc_disruptor50,3
c1220,cnbc_25,LanzaTech,Automation Scientist,Skokie,IL,data_science,26.0,cnbc_disruptor50,3
c1221,cnbc_32,Palantir Technologies,Software Engineer,Seattle,WA,computer_science,33.0,cnbc_disruptor50,3
c1222,cnbc_35,Pinterest,Measurement Data Scientist,San Francisco,CA,data_science,36.0,cnbc_disruptor50,3
c1223,cnbc_36,Thinx,Financial Analyst,New York,NY,mba_finance,37.0,cnbc_disruptor50,3
c1224,cnbc_37,Robinhood,Senior Financial Analyst,Menlo Park,CA,mba_finance,38.0,cnbc_disruptor50,3
c1225,cnbc_40,InMobi,Software Engineer - Programmatic Marketplace,San Francisco,CA,computer_science,41.0,cnbc_disruptor50,3
c1226,cnbc_44,Fanatics,Inventory Analyst,Tampa,FL,mba_finance,45.0,cnbc_disruptor50,3
c1227,cnbc_45,Auris Health,Software Engineer,Redwood City,CA,computer_science,46.0,cnbc_disruptor50,3
c1228,f1000_103,Philip Morris,Partnerships Project Manager,New York,NY,mba,104.0,fortune1000,3
c1229,f1000_106,Tech Data,Sr Product Manager,Clearwater,FL,mba,107.0,fortune1000,3
c1230,f1000_111,McDonald's,Senior Financial Analyst FP&A,Chicago,IL,mba_finance,112.0,fortune1000,3
c1231,f1000_114,ConocoPhillips,Sr Analyst - Real Property Administration,Bartlesville,OK,mba_finance,115.0,fortune1000,3
c1232,f1000_120,Duke Energy,IT Software Engineer,Charlotte,NC,computer_science,121.0,fortune1000,3
c1233,f1000_125,Aflac,Data Science Analyst II,Columbus,GA,data_science,126.0,fortune1000,3
c1234,f1000_128,AutoNation,Marketing Operations - Financial Analyst,Fort Lauderdale,FL,mba_finance,129.0,fortune1000,3
c1235,f1000_132,International Paper,IT Business Analyst II - SAP Finance,Memphis,TN,mba_finance,133.0,fortune1000,3
c1236,f1000_150,Lear,Senior Software Engineer,Southfield,MI,computer_science,151.0,fortune1000,3
c1237,f1000_157,Supervalu,Credit Analyst,Eden Prairie,MN,mba_finance,158.0,fortune1000,3
c1238,f1000_166,American Electric Power,Cost Governance Program Manager,New Albany,OH,mba,167.0,fortune1000,3
c1239,f1000_168,Nucor,Software Developer,Waterloo,IN,computer_science,169.0,fortune1000,3
c1240,f1000_170,Performance Food Group,Accounts Payable Analyst - Customer Service,Denver,CO,mba_finance,171.0,fortune1000,3
c1241,f1000_171,PBF Energy,BPC Business Analyst,Parsippany,NJ,mba_finance,172.0,fortune1000,3
c1242,f1000_174,Freeport-McMoRan,Data Scientist II,Phoenix,AZ,data_science,175.0,fortune1000,3
c1243,f1000_179,Genuine Parts,Senior Manager - Digital Analytics,Atlanta,GA,mba_analyst,180.0,fortune1000,3
c1244,f1000_192,CBS,C Software Developer,Irvine,CA,computer_science,193.0,fortune1000,3
c1245,f1000_197,Synnex,Project Manager,Fremont,CA,mba,198.0,fortune1000,3
c1246,f1000_202,Office Depot,Lead Software Engineer - JDA,Itasca,IL,computer_science,203.0,fortune1000,3
c1247,f1000_203,Monsanto,Software Developer,St. Louis,MO,computer_science,204.0,fortune1000,3
c1248,f1000_212,Loews,Director of Finance,Santa Monica,CA,mba_finance,213.0,fortune1000,3
c1249,f1000_218,Ross Stores,Project Manager,New York,NY,mba,219.0,fortune1000,3
c1250,f1000_219,L Brands,Financial Analyst - Investment Services,Columbus,OH,mba_finance,220.0,fortune1000,3
c1251,f1000_222,Reynolds American,Master Scientist Submissions & Engagement,Winston-Salem,NC,data_science,223.0,fortune1000,3
c1252,f1000_224,Becton Dickinson,Senior Data Scientist - Operations Researcher,San Diego,CA,data_science,225.0,fortune1000,3
c1253,f1000_227,Arconic,Product Manager,Sylmar,CA,mba,228.0,fortune1000,3
c1254,f1000_228,NRG Energy,Product Manager - Innovation,Houston,TX,mba,229.0,fortune1000,3
c1255,f1000_231,D.R. Horton,Land Development Project Manager,Englewood,CO,mba,232.0,fortune1000,3
c1256,f1000_233,Consolidated Edison,Analyst,New York,NY,mba_finance,234.0,fortune1000,3
c1257,f1000_236,NGL Energy Partners,Shared Services Analyst,Denver,CO,mba_finance,237.0,fortune1000,3
c1258,f1000_237,Dominion Energy,Senior Financial Analyst,Clarksburg,WV,mba_finance,238.0,fortune1000,3
c1259,f1000_245,Reinsurance Group of America,Business Analyst,Chesterfield,MO,mba_finance,246.0,fortune1000,3
c1260,f1000_246,Core-Mark,Food Service Program Manager,Leitchfield,KY,mba,247.0,fortune1000,3
c1261,f1000_248,Las Vegas Sands,Senior Manager - eCommerce Analytics and Data Science,Las Vegas,NV,data_science,249.0,fortune1000,3
c1262,f1000_250,Parker Hannifin,Senior Cost/Price Analyst,Fort Worth,TX,mba_finance,251.0,fortune1000,3
c1263,f1000_256,CSX,Sr Software Engineer I GIS C Net/Ptc,Jacksonville,FL,computer_science,257.0,fortune1000,3
c1264,f1000_260,Group 1 Automotive,Finance Manager - Toyota,Rock Hill,SC,mba_finance,261.0,fortune1000,3
c1265,f1000_273,HollyFrontier,Junior Project Manager,Dallas,TX,mba,274.0,fortune1000,3
c1266,f1000_275,Universal Health Services,Application Analyst II - Revenue Cycle,King of Prussia,PA,mba_finance,276.0,fortune1000,3
c1267,f1000_278,United States Steel,Data Scientist I/II,Pittsburgh,PA,data_science,279.0,fortune1000,3
c1268,f1000_286,Sonic Automotive,Tax Analyst,Charlotte,NC,mba_finance,287.0,fortune1000,3
c1269,f1000_287,Owens & Minor,Training & Safety Coordinator,Knoxville,TN,data_science,288.0,fortune1000,3
c1270,f1000_288,Huntsman,Formulation Scientist - Paint Applications,Houston,TX,data_science,289.0,fortune1000,3
c1271,f1000_290,Murphy USA,Investor Relations Analyst II,El Dorado,AR,mba_finance,291.0,fortune1000,3
c1272,f1000_292,Fidelity National Financial,Jr Software Engineer Net,Jacksonville,FL,computer_science,293.0,fortune1000,3
c1273,f1000_304,BorgWarner,Senior Software Engineer,Auburn Hills,MI,computer_science,305.0,fortune1000,3
c1274,f1000_306,CST Brands,Category Analyst,Greenwood Village,CO,mba_finance,307.0,fortune1000,3
c1275,f1000_320,GameStop,AP Vendor Management Analyst,Grapevine,TX,mba_finance,321.0,fortune1000,3
c1276,f1000_321,Tenneco,Program Manager,Grass Lake,MI,mba,322.0,fortune1000,3
c1277,f1000_331,News Corp,Manager - Financial Planning & Analysis,New York,NY,mba_finance,332.0,fortune1000,3
c1278,f1000_333,Global Partners,Help Desk Analyst / Project Lead,Waltham,MA,mba_finance,334.0,fortune1000,3
c1279,f1000_337,Univar,Product Manager,Bellevue,WA,mba,338.0,fortune1000,3
c1280,f1000_34,Johnson & Johnson,Data Scientist,New Brunswick,NJ,data_science,35.0,fortune1000,3
c1281,f1000_349,SpartanNash,Data Scientist - Supply Chain,Grand Rapids,MI,data_science,350.0,fortune1000,3
c1282,f1000_350,Dean Foods,Senior Finance Manager - Walmart,Dallas,TX,mba_finance,351.0,fortune1000,3
c1283,f1000_352,PulteGroup,Senior NET and Web Software Developer,Coppell,TX,computer_science,353.0,fortune1000,3
c1284,f1000_354,Quanta Services,IT - Project Manager,Houston,TX,mba,355.0,fortune1000,3
c1285,f1000_36,Valero Energy,Corporate Reporting Analyst,San Antonio,TX,mba_finance,37.0,fortune1000,3
c1286,f1000_361,CenterPoint Energy,Lead Tax Analyst,Houston,TX,mba_finance,362.0,fortune1000,3
c1287,f1000_363,HD Supply,Project Manager - Information Technology,Waukegan,IL,mba,364.0,fortune1000,3
c1288,f1000_364,PPL,Associate Data Scientist/Data Scientist,Allentown,PA,data_science,365.0,fortune1000,3
c1289,f1000_367,WEC Energy Group,Accounting Analyst,Milwaukee,WI,mba_finance,368.0,fortune1000,3
c1290,f1000_371,Masco,Sr Financial Analyst,Ann Arbor,MI,mba_finance,372.0,fortune1000,3
c1291,f1000_373,LifePoint Health,Senior Business Intelligence Architect,Brentwood,TN,mba_analyst,374.0,fortune1000,3
c1292,f1000_375,Kindred Healthcare,Senior Project Manager,Louisville,KY,mba,376.0,fortune1000,3
c1293,f1000_383,Ascena Retail Group,ATG Senior Analyst,Pataskala,OH,mba_analyst,384.0,fortune1000,3
c1294,f1000_397,Auto-Owners Insurance,Data Scientist,Lansing,MI,data_science,398.0,fortune1000,3
c1295,f1000_399,Calpine,Mechanical Engineering Project Manager,Pasadena,TX,mba,400.0,fortune1000,3
c1296,f1000_401,Targa Resources,Project Manager,Houston,TX,mba,402.0,fortune1000,3
c1297,f1000_407,Constellation Brands,Sr Project Manager,San Francisco,CA,mba,408.0,fortune1000,3
c1298,f1000_409,Asbury Automotive Group,Volvo Auto Finance Manager,Greensboro,NC,mba_finance,410.0,fortune1000,3
c1299,f1000_419,Graybar Electric,Lighting Business Project Manager,New York,NY,mba,420.0,fortune1000,3
c1300,f1000_422,Casey's General Stores,IT Project Manager,Ankeny,IA,mba,423.0,fortune1000,3
c1301,f1000_430,Ameren,Data Scientist,St. Louis,MO,data_science,431.0,fortune1000,3
c1302,f1000_431,Hanesbrands,Sr Auditor Finance,Winston-Salem,NC,mba_finance,432.0,fortune1000,3
c1303,f1000_438,Old Republic,Program Management Analyst,Brookfield,WI,mba,439.0,fortune1000,3
c1304,f1000_439,Lam Research,Program/Project Manager 3,Livermore,CA,mba,440.0,fortune1000,3
c1305,f1000_445,NVR,Software Engineer,Reston,VA,computer_science,446.0,fortune1000,3
c1306,f1000_447,Realogy,Project Manager,Madison,NJ,mba,448.0,fortune1000,3
c1307,f1000_453,Genesis Healthcare,Business Analyst,Zanesville,OH,mba_finance,454.0,fortune1000,3
c1308,f1000_456,UGI,Project Manager - PMO,King of Prussia,PA,mba,457.0,fortune1000,3
c1309,f1000_476,Simon Property Group,Venture Capital Analyst - Data Scientist,New York,NY,data_science,477.0,fortune1000,3
c1310,f1000_481,Chemours,Process Analyzer Engineer / Scientist,Wilmington,DE,data_science,482.0,fortune1000,3
c1311,f1000_482,Western & Southern Financial Group,PMO Project Manager II,Cincinnati,OH,mba,483.0,fortune1000,3
c1312,f1000_483,Celanese,Senior Data Analyst,Dallas,TX,mba_finance,484.0,fortune1000,3
c1313,f1000_485,Seaboard,Manager of Finance & Accounting,Sioux City,IA,mba_finance,486.0,fortune1000,3
c1314,f1000_486,Essendant,Financial Analyst,Philadelphia,PA,mba_finance,487.0,fortune1000,3
c1315,f1000_487,Apache,SDPI Program Manager,Peridot,AZ,mba,488.0,fortune1000,3
c1316,f1000_488,Airgas,Java Software Developer,Radnor,PA,computer_science,489.0,fortune1000,3
c1317,f1000_494,Big Lots,Transportation Financial Analyst,Columbus,OH,mba_finance,495.0,fortune1000,3
c1318,f1000_496,Toll Brothers,Project Manager,Grapevine,TX,mba,497.0,fortune1000,3
c1319,f1000_504,Domtar,IT Project Manager,Fort Mill,SC,mba,505.0,fortune1000,3
c1320,f1000_506,Westlake Chemical,Analyst II - Total Rewards,Houston,TX,mba_finance,507.0,fortune1000,3
c1321,f1000_510,Fortune Brands Home & Security,Sr Financial Auditor,Deerfield,IL,mba_finance,511.0,fortune1000,3
c1322,f1000_519,Cintas,Demand Analyst,Mason,OH,mba_finance,520.0,fortune1000,3
c1323,f1000_524,Hess,Analyst Finance Job,Houston,TX,mba_finance,525.0,fortune1000,3
c1324,f1000_532,Peabody Energy,Senior Analyst-Legal,St. Louis,MO,mba_analyst,533.0,fortune1000,3
c1325,f1000_533,YRC Worldwide,Web Developer II,Holland,MI,computer_science,534.0,fortune1000,3
c1326,f1000_537,Envision Healthcare,VP IT Financial Ops,Nashville,TN,mba_finance,538.0,fortune1000,3
c1327,f1000_540,Caesars Entertainment,Database Marketing Analyst,Las Vegas,NV,quant,541.0,fortune1000,3
c1328,f1000_545,Coach,Analyst - FP&A,New York,NY,mba_finance,546.0,fortune1000,3
c1329,f1000_554,Barnes & Noble,Software Engineer,Westbury,NY,computer_science,555.0,fortune1000,3
c1330,f1000_556,FM Global,Sr Data Scientist-Predictive Analytics,Johnston,RI,data_science,557.0,fortune1000,3
c1331,f1000_561,Graphic Packaging,Financial Analyst,Shelbyville,IL,mba_finance,562.0,fortune1000,3
c1332,f1000_563,Welltower,Project Manager - Design,Jupiter,FL,mba,564.0,fortune1000,3
c1333,f1000_565,USG,Senior QA Analyst,Chicago,IL,mba_analyst,566.0,fortune1000,3
c1334,f1000_567,Bloomin' Brands,Financial Analyst,Tampa,FL,mba_finance,568.0,fortune1000,3
c1335,f1000_581,Beacon Roofing Supply,Pricing Analyst,Westminster,MD,mba_finance,582.0,fortune1000,3
c1336,f1000_585,Swift Transportation,Transportation Analyst - Ma,East Longmeadow,MA,mba_analyst,586.0,fortune1000,3
c1337,f1000_586,Bemis,Finance Manager,Oshkosh,WI,mba_finance,587.0,fortune1000,3
c1338,f1000_589,CNO Financial Group,Project Manager - Operations,Carmel,IN,mba,590.0,fortune1000,3
c1339,f1000_590,Fastenal,IT Support Analyst,Winona,MN,mba_finance,591.0,fortune1000,3
c1340,f1000_591,Sally Beauty,Sr Software Engineer,Denton,TX,computer_science,592.0,fortune1000,3
c1341,f1000_592,American Axle & Manufacturing,Financial Analyst,Fort Wayne,IN,mba_finance,593.0,fortune1000,3
c1342,f1000_593,Flowers Foods,Reporting and Analytics Analyst,Thomasville,GA,mba_finance,594.0,fortune1000,3
c1343,f1000_594,Andersons,IT Senior Analyst - Order to Cash,Maumee,OH,mba_analyst,595.0,fortune1000,3
c1344,f1000_597,ON Semiconductor,Senior Product Program Manager,Santa Clara,CA,mba,598.0,fortune1000,3
c1345,f1000_598,Chipotle Mexican Grill,Data Scientist - Enterprise Analytics,Newport Beach,CA,data_science,599.0,fortune1000,3
c1346,f1000_612,Leggett & Platt,Senior Financial Analyst,Grand Rapids,MI,mba_finance,613.0,fortune1000,3
c1347,f1000_613,Dentsply Sirona,Digital Program Manager,Charlotte,NC,mba,614.0,fortune1000,3
c1348,f1000_621,CF Industries,Business Systems Analyst II,Deerfield,IL,mba_analyst,622.0,fortune1000,3
c1349,f1000_623,Equinix,Senior Product Manager,Sunnyvale,CA,mba,624.0,fortune1000,3
c1350,f1000_624,LSC Communications,Financial Analyst 3,Warrenville,IL,mba_finance,625.0,fortune1000,3
c1351,f1000_628,Silgan,HRIS Analyst,Chesterfield,MO,mba_finance,629.0,fortune1000,3
c1352,f1000_629,American Eagle Outfitters,Data Scientist,Pittsburgh,PA,data_science,630.0,fortune1000,3
c1353,f1000_631,Calumet Specialty Products Partners,Brand & Product Marketing Manager,Houston,TX,mba,632.0,fortune1000,3
c1354,f1000_633,KB Home,Land Acquisition Analyst,Las Vegas,NV,mba_finance,634.0,fortune1000,3
c1355,f1000_634,Vulcan Materials,Programmer Analyst - Oracle EBS Financials,Birmingham,AL,mba_finance,635.0,fortune1000,3
c1356,f1000_639,Hub Group,Manager - Machine Learning,Oak Brook,IL,data_science,640.0,fortune1000,3
c1357,f1000_645,Resolute Forest Products,I T Analyst III,Augusta,GA,mba_finance,646.0,fortune1000,3
c1358,f1000_646,ScanSource,Marketing Data Scientist,Greenville,SC,data_science,647.0,fortune1000,3
c1359,f1000_647,Camping World,Web Developer,Chicago,IL,computer_science,648.0,fortune1000,3
c1360,f1000_648,Iron Mountain,Senior Software Engineer,Norcross,GA,computer_science,649.0,fortune1000,3
c1361,f1000_652,Noble Energy,Financial Analyst I,Houston,TX,mba_finance,653.0,fortune1000,3
c1362,f1000_658,Hexion,Senior Cash Analyst,Columbus,OH,mba_analyst,659.0,fortune1000,3
c1363,f1000_661,Green Plains,Financial Analyst,Omaha,NE,mba_finance,662.0,fortune1000,3
c1364,f1000_669,Atmos Energy,Sr IT Project Manager,Dallas,TX,mba,670.0,fortune1000,3
c1365,f1000_670,Tegna,Revenue Analyst,McLean,VA,mba_finance,671.0,fortune1000,3
c1366,f1000_675,Greif,Financial Analyst,Delaware,OH,mba_finance,676.0,fortune1000,3
c1367,f1000_676,Alliant Energy,Team Lead - Project Management,Cedar Rapids,IA,mba,677.0,fortune1000,3
c1368,f1000_678,Acuity Brands,Front End Developer Job,Oakland,CA,computer_science,679.0,fortune1000,3
c1369,f1000_682,CUNA Mutual Group,Business Analyst,Grand Rapids,MI,mba_finance,683.0,fortune1000,3
c1370,f1000_684,Buckeye Partners,Senior Project Manager,Corpus Christi,TX,mba,685.0,fortune1000,3
c1371,f1000_685,Warner Music Group,Manager - Financial Analytics & Reporting,Burbank,CA,mba_finance,686.0,fortune1000,3
c1372,f1000_687,American National Insurance,Web Developer,Glenmont,NY,computer_science,688.0,fortune1000,3
c1373,f1000_689,Regal Beloit,Test & Software Engineer,Fort Wayne,IN,computer_science,690.0,fortune1000,3
c1374,f1000_694,Meritor,Sr Financial Analyst,Troy,MI,mba_finance,695.0,fortune1000,3
c1375,f1000_695,Regal Entertainment Group,Web Developer,Knoxville,TN,computer_science,696.0,fortune1000,3
c1376,f1000_696,Mednax,Software Engineer II,Sunrise,FL,computer_science,697.0,fortune1000,3
c1377,f1000_698,Landstar System,3036 - Sr Programmer/Analyst,Jacksonville,FL,mba_analyst,699.0,fortune1000,3
c1378,f1000_712,Brown-Forman,Global Payments Analyst,Louisville,KY,mba_finance,713.0,fortune1000,3
c1379,f1000_716,TriNet Group,Senior Software Engineer,Austin,TX,computer_science,717.0,fortune1000,3
c1380,f1000_718,EchoStar,Senior Software Engineer,Gaithersburg,MD,computer_science,719.0,fortune1000,3
c1381,f1000_724,Meritage Homes,Land Acquisition Analyst,Nashville,TN,mba_finance,725.0,fortune1000,3
c1382,f1000_727,Penn National Gaming,Sr Tax Analyst,Wyomissing,PA,mba_finance,728.0,fortune1000,3
c1383,f1000_734,Rent-A-Center,Software Engineer III,Plano,TX,computer_science,735.0,fortune1000,3
c1384,f1000_743,Cinemark,Finance Manager - Operations,Plano,TX,mba_finance,744.0,fortune1000,3
