cid,list_id,company,position,office,office_state,job_type,list_rank,source,file_rank
c0255,f1000_264,Applied Materials,People Analytics Data Scientist,Santa Clara,CA,data_science,265.0,fortune1000,2
c0256,f1000_265,Voya Financial,Senior Software Developer,Braintree,MA,computer_science,266.0,fortune1000,2
c0257,f1000_266,Mastercard,Consultant - Data Scientist-2,Purchase,NY,data_science,267.0,fortune1000,2
c0258,f1000_267,Priceline.com,Senior Software Engineer,Norwalk,CT,computer_science,268.0,fortune1000,2
c0259,f1000_269,AutoZone,Software Engineer Manager,Elk Grove,CA,computer_science,270.0,fortune1000,2
c0260,f1000_27,Microsoft,Data Scientist,Chicago,IL,data_science,28.0,fortune1000,2
c0261,f1000_270,State Street,CRD Software Engineer II,Burlington,MA,computer_science,271.0,fortune1000,2
c0262,f1000_271,DTE Energy,Senior Project Manager,Philadelphia,PA,mba,272.0,fortune1000,2
c0263,f1000_272,L3 Technologies,Sr Software Engineer - Artificial Intelligence for RF Systems,Salt Lake City,UT,data_science,273.0,fortune1000,2
c0264,f1000_274,Praxair,Senior Data Scientist,Tonawanda,NY,data_science,275.0,fortune1000,2
c0265,f1000_276,Discover Financial Services,Sr Data Scientist,Riverwoods,IL,data_science,277.0,fortune1000,2
c0266,f1000_277,Occidental Petroleum,Full Stack Developer,Houston,TX,computer_science,278.0,fortune1000,2
c0267,f1000_28,Anthem,Front End Software Engineer,Laurel,MD,computer_science,29.0,fortune1000,2
c0268,f1000_280,Baxter,Sr Project Manager-Renal Care,Round Lake,IL,mba,281.0,fortune1000,2
c0269,f1000_281,Grainger,Data Scientist,Lake Forest,IL,data_science,282.0,fortune1000,2
c0270,f1000_283,Norfolk Southern,Java Developer,Atlanta,GA,computer_science,284.0,fortune1000,2
c0271,f1000_284,Baker Hughes,Staff Data Scientist,Houston,TX,data_science,285.0,fortune1000,2
c0272,f1000_285,Ally Financial,AI Developer,Charlotte,NC,data_science,286.0,fortune1000,2
c0273,f1000_291,Advance Auto Parts,Sr Manager Data Science,Raleigh,NC,data_science,292.0,fortune1000,2
c0274,f1000_296,MGM Resorts,Principal Software Engineer,Las Vegas,NV,computer_science,297.0,fortune1000,2
c0275,f1000_297,Corning,Scientist - Cell Biology,Bedford,MA,data_science,298.0,fortune1000,2
c0276,f1000_298,Republic Services,Data Scientist,Phoenix,AZ,data_science,299.0,fortune1000,2
c0277,f1000_299,Alcoa,Senior Project Manager - FP&A,Pittsburgh,PA,mba,300.0,fortune1000,2
c0278,f1000_3,ExxonMobil,Full Stack Web Developer,Houston,TX,computer_science,4.0,fortune1000,2
c0279,f1000_30,Comcast,VP - Data Science,Philadelphia,PA,data_science,31.0,fortune1000,2
c0280,f1000_300,FIS Global,Software Engineer I,Norcross,GA,computer_science,301.0,fortune1000,2
c0281,f1000_301,Pacific Life,Cloud Program Manager,Newport Beach,CA,mba,302.0,fortune1000,2
c0282,f1000_303,LKQ,Software Engineer,Nashville,TN,computer_science,304.0,fortune1000,2
c0283,f1000_305,Ball,Data Scientist I,Boulder,CO,data_science,306.0,fortune1000,2
c0284,f1000_307,PSEG,Software Engineer,Hancocks Bridge,NJ,computer_science,308.0,fortune1000,2
c0285,f1000_309,eBay,Data Scientist,Bellevue,WA,data_science,310.0,fortune1000,2
c0286,f1000_31,IBM,Software Engineer,New York,NY,computer_science,32.0,fortune1000,2
c0287,f1000_310,Mohawk Industries,Marketing Project Manager,Calhoun,GA,mba,311.0,fortune1000,2
c0288,f1000_313,Netflix,Senior Data Scientist,Los Gatos,CA,data_science,314.0,fortune1000,2
c0289,f1000_316,Expedia,Big Data Engineer,Bellevue,WA,data_science,317.0,fortune1000,2
c0290,f1000_318,Avis Budget Group,Decision Scientist,Parsippany,NJ,data_science,319.0,fortune1000,2
c0291,f1000_32,State Farm Insurance,Software Developer,Richardson,TX,computer_science,33.0,fortune1000,2
c0292,f1000_322,O'Reilly Auto Parts,Data Engineer II,Springfield,MO,data_science,323.0,fortune1000,2
c0293,f1000_325,Salesforce,Data Scientist/Sr Analyst - Monetization Strategy,Indianapolis,IN,data_science,326.0,fortune1000,2
c0294,f1000_326,Boston Scientific,Senior Software Engineer,Valencia,CA,computer_science,327.0,fortune1000,2
c0295,f1000_330,Veritiv,Customer Program Manager III,Austin,TX,mba,331.0,fortune1000,2
c0298,f1000_336,Navistar,Senior Program Manager - Channel Readiness,Lisle,IL,mba,337.0,fortune1000,2
c0299,f1000_338,Campbell Soup,Scientist,Camden,NJ,data_science,339.0,fortune1000,2
c0300,f1000_339,Dick's Sporting Goods,Software Engineer - A/R,Coraopolis,PA,computer_science,340.0,fortune1000,2
c0301,f1000_340,Weyerhaeuser,Engineer/Industrial Software Developer,Seattle,WA,computer_science,341.0,fortune1000,2
c0302,f1000_342,Chesapeake Energy,Software Developer II,Oklahoma City,OK,computer_science,343.0,fortune1000,2
c0303,f1000_343,Anadarko Petroleum,Analytics and Data Science Supervisor - DJ Basin Subsurface & Technology,Denver,CO,data_science,344.0,fortune1000,2
c0304,f1000_344,Interpublic Group,Cybersecurity Software Developer,New York,NY,computer_science,345.0,fortune1000,2
c0305,f1000_347,Foot Locker,Peoplesoft Software Engineer,Camp Hill,PA,computer_science,348.0,fortune1000,2
c0306,f1000_353,W.R. Berkley,Data Scientist,Rutherford,NJ,data_science,354.0,fortune1000,2
c0307,f1000_356,Charles Schwab,Data Scientist,Chicago,IL,data_science,357.0,fortune1000,2
c0308,f1000_358,Anixter,Hybris Web Developer,Glenview,IL,computer_science,359.0,fortune1000,2
c0309,f1000_360,Assurant,Software Engineer,Miami,FL,computer_science,361.0,fortune1000,2
c0310,f1000_362,Harris,Data Scientsit,Melbourne,FL,data_science,363.0,fortune1000,2
c0311,f1000_365,Quest Diagnostics,Forensic Scientist,Norristown,PA,data_science,366.0,fortune1000,2
c0312,f1000_369,AGCO,Software Developer I Job,Tremont,IL,computer_science,370.0,fortune1000,2
c0313,f1000_37,Target,Lead Data Scientist - DFE,Minneapolis,MN,data_science,38.0,fortune1000,2
c0314,f1000_370,Ralph Lauren,Data Engineer - Global Analytics,Lyndhurst,NJ,data_science,371.0,fortune1000,2
c0315,f1000_372,Wesco,Project Manager,Renton,WA,mba,373.0,fortune1000,2
c0316,f1000_374,National Oilwell Varco,Software Development Supervisor,Houston,TX,computer_science,375.0,fortune1000,2
c0317,f1000_376,Mosaic,Senior Software Engineer,Oakland,CA,computer_science,377.0,fortune1000,2
c0318,f1000_379,Huntington Ingalls Industries,IT Software Engineer 2,Newport News,VA,computer_science,380.0,fortune1000,2
c0319,f1000_38,Freddie Mac,Data Scientist Senior,McLean,VA,data_science,39.0,fortune1000,2
c0320,f1000_380,Leidos,Data Scientist,McLean,VA,data_science,381.0,fortune1000,2
c0321,f1000_382,Tesla,Machine Learning Scientist,Palo Alto,CA,data_science,383.0,fortune1000,2
c0322,f1000_386,Nvidia,Nvidia Enterprise Solution Engineer Machine Learning / Rapids,Santa Clara,CA,data_science,387.0,fortune1000,2
c0323,f1000_387,R.R. Donnelley & Sons,Project Manager - Internet Services,Logan,UT,mba,388.0,fortune1000,2
c0324,f1000_388,Fifth Third Bank,Bancorp Security Project Manager,Cincinnati,OH,mba,389.0,fortune1000,2
c0325,f1000_39,Lowe's,Big Data Engineer,Mooresville,NC,data_science,40.0,fortune1000,2
c0326,f1000_391,Dover,Software Engineer,Austin,TX,computer_science,392.0,fortune1000,2
c0327,f1000_392,Spirit AeroSystems,Project Management 4,Wichita,KS,mba,393.0,fortune1000,2
c0328,f1000_395,Tractor Supply,Master Data Project Manager,Brentwood,TN,mba,396.0,fortune1000,2
c0329,f1000_396,Sealed Air,Senior Embedded Software Engineer,Charlotte,NC,computer_science,397.0,fortune1000,2
c0330,f1000_4,McKesson,Data Scientist,Dallas-Fort Worth,TX,data_science,5.0,fortune1000,2
c0331,f1000_40,Dell,Advisor CCO Audience Strategy - Data Science,Round Rock,TX,data_science,41.0,fortune1000,2
c0332,f1000_402,JetBlue Airways,Developer Application Services,Long Island City,NY,computer_science,403.0,fortune1000,2
c0333,f1000_408,NCR,C Software Engineer,Atlanta,GA,computer_science,409.0,fortune1000,2
c0334,f1000_41,MetLife,Sr Software Develop Engineer,Cary,NC,computer_science,42.0,fortune1000,2
c0335,f1000_410,Great American Insurance Group,Data Engineer,Cincinnati,OH,data_science,411.0,fortune1000,2
c0336,f1000_411,Discovery Communications,Data Science Lead,New York,NY,data_science,412.0,fortune1000,2
c0337,f1000_413,Sanmina,Program Manager - IMS,Huntsville,AL,mba,414.0,fortune1000,2
c0338,f1000_416,Dillard's,Business Manager,Fairview,TX,mba,417.0,fortune1000,2
c0339,f1000_42,Aetna,Data Scientist,New York,NY,data_science,43.0,fortune1000,2
c0340,f1000_420,Builders FirstSource,Manager Software Engineering,Dallas,TX,computer_science,421.0,fortune1000,2
c0341,f1000_423,Amphenol,Program Manager,Wallingford,CT,mba,424.0,fortune1000,2
c0342,f1000_424,Oshkosh,Data Scientist,Oshkosh,WI,data_science,425.0,fortune1000,2
c0343,f1000_425,iHeartMedia,Software Engineer - Salesforce,San Antonio,TX,computer_science,426.0,fortune1000,2
c0344,f1000_429,Avery Dennison,Sr Product Manager - Specialty,Mentor,OH,mba,430.0,fortune1000,2
c0345,f1000_43,PepsiCo,Data Scientist,New York,NY,data_science,44.0,fortune1000,2
c0346,f1000_432,Motorola Solutions,Data Scientist - Natural Language Processing,Chicago,IL,data_science,433.0,fortune1000,2
c0347,f1000_434,Harley-Davidson,Staff Software Engineer - Infotainment,Wauwatosa,WI,computer_science,435.0,fortune1000,2
c0348,f1000_436,Intercontinental Exchange,Senior Data Engineer,New York,NY,data_science,437.0,fortune1000,2
c0349,f1000_44,Archer Daniels Midland,Scientist I,Decatur,IL,data_science,45.0,fortune1000,2
c0350,f1000_441,Rockwell Automation,Software Engineer Systems,Alpharetta,GA,computer_science,442.0,fortune1000,2
c0351,f1000_443,Avon Products,Toxicology Analyst/Clinical Scientist 1,Suffern,NY,data_science,444.0,fortune1000,2
c0352,f1000_444,Terex,Embedded Software Developer,Redmond,WA,computer_science,445.0,fortune1000,2
c0353,f1000_446,Dana,Statistician I - Data Sciences,Boston,MA,data_science,447.0,fortune1000,2
c0354,f1000_448,American Tower,Senior Software Engineer,Cary,NC,computer_science,449.0,fortune1000,2
c0355,f1000_45,United Parcel Service,Sr Data Scientist,Atlanta,GA,data_science,46.0,fortune1000,2
c0356,f1000_451,United Rentals,Software Project Manager,Stamford,CT,mba,452.0,fortune1000,2
c0357,f1000_452,Clorox,R&D Process Scientist II,Durham,NC,data_science,453.0,fortune1000,2
c0358,f1000_454,M&T Bank,Software Engineer I,Buffalo,NY,computer_science,455.0,fortune1000,2
c0359,f1000_455,Ingredion,Sensory Scientist,Bridgewater,NJ,data_science,456.0,fortune1000,2
c0360,f1000_457,Owens Corning,Senior Electrical Engineer Project Manager,Atlanta,GA,mba,458.0,fortune1000,2
c0361,f1000_458,S&P Global,Lead Machine Learning Engineer,Charlottesville,VA,data_science,459.0,fortune1000,2
c0362,f1000_459,Markel,Software Engineer,Richmond,VA,computer_science,460.0,fortune1000,2
c0363,f1000_46,Intel,Gpgpu Machine Learning Engineer,Folsom,CA,data_science,47.0,fortune1000,2
c0364,f1000_462,Burlington Stores,Project Manager Industrial Engineer,Redlands,CA,mba,463.0,fortune1000,2
c0365,f1000_464,Symantec,Principal Data Scientist/Analyst,Tempe,AZ,data_science,465.0,fortune1000,2
c0366,f1000_465,Patterson,Senior 3D Software Engineer,Chatsworth,CA,computer_science,466.0,fortune1000,2
c0367,f1000_467,NetApp,Software Engineer,Sunnyvale,CA,computer_science,468.0,fortune1000,2
c0368,f1000_468,Raymond James Financial,Senior Application Developer - Java,Saint Petersburg,FL,computer_science,469.0,fortune1000,2
c0369,f1000_47,Prudential,Big Data Engineer,Newark,NJ,data_science,48.0,fortune1000,2
c0370,f1000_470,Fiserv,Data Engineer,Chicago,IL,data_science,471.0,fortune1000,2
c0371,f1000_472,Insight Enterprises,Data Engineer,Boston,MA,data_science,473.0,fortune1000,2
c0372,f1000_473,Mattel,Jr Data Scientist,El Segundo,CA,data_science,474.0,fortune1000,2
c0373,f1000_474,AmTrust Financial Services,ETL Development Manager,Cleveland,OH,computer_science,475.0,fortune1000,2
c0374,f1000_477,Western Union,Head of Product Analytics / Senior Product Manager Analytics,San Francisco,CA,mba,478.0,fortune1000,2
c0375,f1000_48,Albertsons,Head of Data Science,Pleasanton,CA,data_science,49.0,fortune1000,2
c0376,f1000_480,Booz Allen Hamilton,Data Scientist,McLean,VA,data_science,481.0,fortune1000,2
c0377,f1000_484,Windstream,Software Engineer I,Rochester,NY,computer_science,485.0,fortune1000,2
c0378,f1000_489,Kelly Services,Scientist II - Cell Culture,Carlsbad,CA,data_science,490.0,fortune1000,2
c0379,f1000_49,United Technologies,Product Security Data Scientist,East Hartford,CT,data_science,50.0,fortune1000,2
c0380,f1000_492,Robert Half,Software Engineer II,San Ramon,CA,computer_science,493.0,fortune1000,2
c0381,f1000_499,ABM Industries,Janitorial Project Manager,Savannah,GA,mba,500.0,fortune1000,2
c0382,f1000_5,UnitedHealth Group,Data Scientist,Santa Ana,CA,data_science,6.0,fortune1000,2
c0383,f1000_50,Marathon Petroleum,Data Scientist,Findlay,OH,data_science,51.0,fortune1000,2
c0384,f1000_500,Northern Trust,Fee Product Manager,Chicago,IL,mba,501.0,fortune1000,2
c0385,f1000_501,MasTec,Project Manager II,Carolina,PR,mba,502.0,fortune1000,2
c0386,f1000_507,Post,Food Scientist - Quality Food Safety,Northfield,MN,data_science,508.0,fortune1000,2
c0387,f1000_508,Hasbro,Data Scientist,East Providence,RI,data_science,509.0,fortune1000,2
c0388,f1000_509,Juniper Networks,Software Engineer 3,Sunnyvale,CA,computer_science,510.0,fortune1000,2
c0389,f1000_51,Walt Disney,Data Scientist,New York,NY,data_science,52.0,fortune1000,2
c0390,f1000_511,Brookdale Senior Living,Software Developer,Milwaukee,WI,computer_science,512.0,fortune1000,2
c0391,f1000_512,Tutor Perini,HVAC Project Managers,Mount Vernon,NY,mba,513.0,fortune1000,2
c0392,f1000_513,Navient,Senior Software Engineer,Austin,TX,computer_science,514.0,fortune1000,2
c0393,f1000_516,Hanover Insurance Group,Sr Data Scientist,Worcester,MA,data_science,517.0,fortune1000,2
c0394,f1000_517,CommScope,Project Manager,Shakopee,MN,mba,518.0,fortune1000,2
c0395,f1000_52,Humana,Senior Data Scientist,Boston,MA,data_science,53.0,fortune1000,2
c0396,f1000_520,Zoetis,Data Scientist,Kalamazoo,MI,data_science,521.0,fortune1000,2
c0397,f1000_523,Ulta Beauty,Data Scientist,Bolingbrook,IL,data_science,524.0,fortune1000,2
c0398,f1000_525,Magellan Health,Senior Software Engineer,Glen Allen,VA,computer_science,526.0,fortune1000,2
c0399,f1000_526,Intuit,Senior Data Scientist,Mountain View,CA,data_science,527.0,fortune1000,2
c0400,f1000_527,Under Armour,Senior Data Scientist,San Francisco,CA,data_science,528.0,fortune1000,2
c0401,f1000_528,RPM,Project Manager,Palm Desert,CA,mba,529.0,fortune1000,2
c0402,f1000_529,Cerner,Senior Data Scientist at Children's National,Washington,DC,data_science,530.0,fortune1000,2
c0403,f1000_53,Pfizer,Senior Data Scientist,Groton,CT,data_science,54.0,fortune1000,2
c0404,f1000_536,Polaris Industries,Embedded Software Engineer - CV,Sunnyvale,CA,computer_science,537.0,fortune1000,2
c0405,f1000_538,Trinity Industries,Data Science Analyst,Dallas,TX,data_science,539.0,fortune1000,2
c0406,f1000_54,AIG,Network Services Data Engineer,Amarillo,TX,data_science,55.0,fortune1000,2
c0407,f1000_541,Levi Strauss,Senior Data Engineer,San Francisco,CA,data_science,542.0,fortune1000,2
c0408,f1000_544,NiSource,Electric Transmission & Distribution Project Manager Job Family,Merrillville,IN,mba,545.0,fortune1000,2
c0409,f1000_546,Brunswick,Mercury Marine - Software Engineer,Fond du Lac,WI,computer_science,547.0,fortune1000,2
c0410,f1000_549,CIT Group,AVP - Analytics and Data Science,Pasadena,CA,data_science,550.0,fortune1000,2
c0411,f1000_55,Lockheed Martin,Data Science Analyst,Trumbull,CT,data_science,56.0,fortune1000,2
c0412,f1000_552,Mccormick & Company,Principal Scientist - Sensory,Hunt Valley,MD,data_science,553.0,fortune1000,2
c0413,f1000_555,Electronic Arts,Senior Software Engineer II - EADP Data and AI,Redwood City,CA,data_science,556.0,fortune1000,2
c0414,f1000_557,Coty,Senior Scientist - Consumer Beauty,Morris Plains,NJ,data_science,558.0,fortune1000,2
c0415,f1000_56,Sysco,Software Engineer,Houston,TX,computer_science,57.0,fortune1000,2
c0416,f1000_562,Select Medical,Clinical Research Scientist,Mechanicsburg,PA,data_science,563.0,fortune1000,2
c0417,f1000_564,Advanced Micro Devices,Machine Learning Software Development Eng,Santa Clara,CA,data_science,565.0,fortune1000,2
c0418,f1000_566,KBR,Data Science Instructor - Journeyman,Dayton,OH,data_science,567.0,fortune1000,2
c0419,f1000_57,FedEx,Software Developer II,Coraopolis,PA,computer_science,58.0,fortune1000,2
c0420,f1000_570,Laureate Education,Legal Project Manager/Sr Paralegal,Baltimore,MD,mba,571.0,fortune1000,2
c0421,f1000_572,T. Rowe Price,Senior Data ScientistC,New York,NY,data_science,573.0,fortune1000,2
c0422,f1000_574,Rush Enterprises,Software Engineer,New Braunfels,TX,computer_science,575.0,fortune1000,2
c0423,f1000_58,Hewlett Packard Enterprise,Consulting Architect - AI & Hadoop,Houston,TX,data_science,59.0,fortune1000,2
c0424,f1000_582,CA Technologies,Data Scientist,Fenton,MO,data_science,583.0,fortune1000,2
c0425,f1000_583,LPL Financial,Associate Java Developer,San Diego,CA,computer_science,584.0,fortune1000,2
c0426,f1000_584,Sprouts Farmers Market,Tasting Ambassador,Mesa,AZ,mba,585.0,fortune1000,2
c0427,f1000_587,Tiffany,Unemployment Insurance Claims Program Manager,Phoenix,AZ,mba,588.0,fortune1000,2
c0428,f1000_59,Cisco,Data Scientist,San Jose,CA,data_science,60.0,fortune1000,2
c0429,f1000_595,Crown Castle,IT Data Engineer,Canonsburg,PA,data_science,596.0,fortune1000,2
c0430,f1000_596,Boise Cascade,General Line Product Manager,Tulsa,OK,mba,597.0,fortune1000,2
c0431,f1000_6,CVS Health,Analytics - Machine Learning Data Engineer Advisor,Woonsocket,RI,data_science,7.0,fortune1000,2
c0432,f1000_60,HP,Data Scientist,Spring,TX,data_science,61.0,fortune1000,2
c0433,f1000_600,Triumph Group,Mgr Project Management 2,Arlington,TX,mba,601.0,fortune1000,2
c0434,f1000_601,OneMain,Software Engineer,Chicago,IL,computer_science,602.0,fortune1000,2
c0435,f1000_603,Ametek,Associate Software Engineer,Middlefield,CT,computer_science,604.0,fortune1000,2
c0436,f1000_605,Pioneer Natural Resources,Oracle Developer III - Staff Developer,Irving,TX,computer_science,606.0,fortune1000,2
c0437,f1000_606,Martin Marietta Materials,Asphalt & Paving Project Manager,Lakewood,CO,mba,607.0,fortune1000,2
c0438,f1000_61,Dow Chemical,Technical Service and Development Scientist,Freeport,TX,data_science,62.0,fortune1000,2
c0439,f1000_610,Xylem,Software Engineer,Houston,TX,computer_science,611.0,fortune1000,2
c0440,f1000_614,CACI,Data Scientist/Researcher,Reston,VA,data_science,615.0,fortune1000,2
c0441,f1000_617,Snap-on,Associate Product Manager,Kenosha,WI,mba,618.0,fortune1000,2
c0442,f1000_619,Nasdaq,Software Engineer,Lakewood,CO,computer_science,620.0,fortune1000,2
c0443,f1000_62,HCA Healthcare,Senior Software Developer II,Nashville,TN,computer_science,63.0,fortune1000,2
c0444,f1000_620,Avaya,Software Engineer III,Thornton,CO,computer_science,621.0,fortune1000,2
c0446,f1000_626,Lennox,Sr Embedded Software Engineer,Carrollton,TX,computer_science,627.0,fortune1000,2
c0447,f1000_63,Coca-Cola,Scientist II - Packaging Analytical,Atlanta,GA,data_science,64.0,fortune1000,2
c0448,f1000_630,Moody's,Machine Learning /NLP-Research Scientist/ Engineer,New York,NY,data_science,631.0,fortune1000,2
c0449,f1000_632,CME Group,Lead Software Engineer - Trade Execution,New York,NY,computer_science,633.0,fortune1000,2
c0450,f1000_636,Vantiv,Senior Software Engineer,Lowell,MA,computer_science,637.0,fortune1000,2
c0451,f1000_638,Zebra Technologies,Software Engineer - I,Holtsville,NY,computer_science,639.0,fortune1000,2
c0452,f1000_64,New York Life Insurance,Project Manager for Center of Analytics & Data Science,New York,NY,data_science,65.0,fortune1000,2
c0453,f1000_640,HSN,Java Developer,Saint Petersburg,FL,computer_science,641.0,fortune1000,2
c0454,f1000_641,Stericycle,Project Manager IT,Indianapolis,IN,mba,642.0,fortune1000,2
c0455,f1000_642,National General,Software Developer II,Chicago,IL,computer_science,643.0,fortune1000,2
