,list_id,company,rank,source,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5,job_type_6,job_type_7
2582,ru_CLNY,Colony Capital,669.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2583,ru_CLNC,Colony Cr Re,670.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2584,ru_COLB,Columbia Bkg System,671.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2585,ru_CLBK,Columbia Financial,672.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2586,ru_CXP,Columbia Property Trust,673.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2587,ru_CMCO,Columbus Mckinnon,675.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2589,ru_CBSH,Commerce Bancshares,679.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2590,ru_CVGI,Commercial Veh,681.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2591,ru_CBU,Community Bank Systems,683.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2592,ru_ESXB,Community Bankers Trust,684.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2593,ru_TCFC,Community Financial Corp Md,685.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2594,ru_CHCT,Community Healthcare,687.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2595,ru_CTBI,Community Trust Bank,688.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2596,ru_CMP,Compass Minerals,690.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2597,ru_CPSI,Computer Programs & Systems,691.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2598,ru_CIX,Compx,692.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2599,ru_CMTL,Comtech Telecomm,693.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2601,ru_CXO,Concho Resources,696.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2602,ru_CNDT,Conduent,697.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2603,ru_CNMD,Conmed,698.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2604,ru_CTWS,Connecticut Water Svc,699.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2606,ru_CONN,Conns,701.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2607,ru_CNSL,Consolidated Communications,704.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2608,ru_CTO,Consolidated Tomoka Land,706.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2609,ru_CWCO,Consolidated Water,707.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2610,ru_CBPX,Continental Bldg Prods,709.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2611,ru_CTRL,Control4,711.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2612,ru_CVON,Convergeone,712.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2613,ru_COO,Cooper Companies,714.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2614,ru_CPS,Cooper Std,715.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2615,ru_CPA,Copa Sa,717.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2616,ru_CPRT,Copart,718.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2618,ru_CORT,Corcept Therapeutics,720.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2619,ru_CORE,Core Mark,721.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2620,ru_CORR,Corenergy Infrastruct,724.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2621,ru_CPLG,Corepoint Lodgings,725.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2622,ru_COR,Coresite Realty,726.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2623,ru_CORI,Corium,727.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2624,ru_OFC,Corporate Office Properties,730.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2625,ru_CRVL,Corvel,731.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2626,ru_CRVS,Corvus Pharmaceuticals,732.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2627,ru_CMRE,Costamare,733.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2628,ru_CSGP,Costar,734.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2630,ru_ICBK,County Bank,738.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2631,ru_CUZ,Cousins Properties,740.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2632,ru_CVA,Covanta,741.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2633,ru_CVTI,Covenant Trans,742.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2634,ru_CVIA,Covia,743.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2635,ru_CRAI,CRA,745.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2636,ru_CBRL,Cracker Barrel Store,746.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2639,ru_CACC,Credit Accep Corp Mich,751.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2640,ru_CROX,Crocs,753.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2642,ru_CYRX,Cryoport,758.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2643,ru_CSWI,Csw Industrials,760.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2644,ru_CTIC,Cti Biopharma,762.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2645,ru_CUBE,Cubesmart,764.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2646,ru_CUB,Cubic,765.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2647,ru_CUE,Cue Biopharma,766.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2648,ru_CFR,Cullen Frost Bankers,767.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2649,ru_CULP,Culp,768.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2650,ru_CURO,Curo,770.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2651,ru_CW,Curtiss Wright,771.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2652,ru_CUBI,Customers Bank,772.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2654,ru_CVBF,Cvb Financial,774.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2655,ru_CVI,Cvr Energy,775.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2656,ru_CBAY,Cymabay Therapeutics,777.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2657,ru_CONE,Cyrusone,779.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2658,ru_CYS,Cys Investments,780.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2661,ru_CTSO,Cytosorbents,783.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2662,ru_DHI,D R Horton,784.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2663,ru_DJCO,Daily Journal,785.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2664,ru_DAKT,Daktronics,786.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2665,ru_DZSI,Dasan Zhone Solutions,791.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2666,ru_DSKE,Daseke,792.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2667,ru_PLAY,Dave & Busters Entmt,793.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2668,ru_DWSN,Dawson Geophysical,795.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2669,ru_DCT,Dct Industrial Trust,796.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2670,ru_DDR,DDR,797.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2671,ru_DF,Dean Foods Company,798.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2672,ru_DCPH,Deciphera Pharmaceutical,799.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2673,ru_DE,Deere & Company,801.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2674,ru_DFRG,Del Friscos Restaurant,802.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2675,ru_TACO,Del Taco Restaurants,803.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2677,ru_DNR,Denbury Resources,809.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2678,ru_DENN,Dennys,810.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2679,ru_DEPO,Depomed,812.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2680,ru_DERM,Dermira,813.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2682,ru_DHT,DHT,816.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2683,ru_DHIL,Diamond Hill Investment,817.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2684,ru_DO,Diamond Offshr Drilling,818.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2685,ru_FANG,Diamondback Energy,819.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2686,ru_DRH,Diamondrock Hospitality,820.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2688,ru_DKS,Dicks Sporting Goods,822.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2689,ru_DDS,Dillards,827.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2690,ru_DCOM,Dime Community Bancshares,828.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2691,ru_DIN,Dine Brands Global,829.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2692,ru_DFS,Discover Financial Srvc,832.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2693,ru_DISCA,Discovery,833.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2694,ru_DIS,Disney Walt,836.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2695,ru_BOOM,Dmc Global,837.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2697,ru_DPZ,Dominos Pizza,843.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2698,ru_DGICA,Donegal,846.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2699,ru_DFIN,Donnelley Financial,847.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2700,ru_RRD,Donnelley R R & Sons,848.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2701,ru_LPG,Dorian Lpg,849.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2703,ru_PLOW,Douglas Dynamics,851.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2705,ru_DOVA,Dova Pharmaceuticals,853.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2706,ru_DWDP,Dowdupont,855.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2707,ru_DPS,Dr Pepper Snapple,856.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2708,ru_DRQ,Dril-Quip,857.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2709,ru_DS,Drive Shack,858.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2710,ru_DCO,Ducommun,861.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2711,ru_DRE,Duke Realty,863.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2712,ru_DLTH,Duluth,864.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2714,ru_DNKN,Dunkin Brands,866.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2715,ru_DRRX,Durect,867.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2716,ru_DXPE,Dxp Enterprises,869.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2717,ru_DVAX,Dynavax Technologies,871.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2718,ru_DX,Dynex Capital,872.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2720,ru_EGLE,Eagle Bulk Shipping,875.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2721,ru_EXP,Eagle Materials,876.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2722,ru_EGRX,Eagle Pharmaceuticals,877.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2723,ru_ESTE,Earthstone Energy,878.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2724,ru_EWBC,East West Bank,879.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2725,ru_DEA,Easterly Government Property,880.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2726,ru_EML,Eastern,881.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2727,ru_EGP,Eastgroup Properties,882.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2728,ru_KODK,Eastman Kodak,884.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2729,ru_EV,Eaton Vance,886.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2731,ru_ECR,Eclipse Resources,891.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2732,ru_EDIT,Editas Medicine,895.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2733,ru_EDR,Education Realty Trust,896.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2734,ru_MTGE,Ee Investment,1845.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2735,ru_EHTH,Ehealth,899.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2736,ru_EE,El Paso Electric,900.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2737,ru_LOCO,El Pollo Loco,901.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2738,ru_ERI,Eldorado Resorts,902.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2739,ru_ESIO,Electro Scientific Inds,903.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2740,ru_ELVT,Elevate Credit,906.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2741,ru_ELF,Elf Beauty,907.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2742,ru_PERY,Ellis Perry,909.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2743,ru_ELOX,Eloxx Pharmaceuticals,910.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2744,ru_EMCI,Emc Ins,911.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2745,ru_EME,Emcor,912.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2746,ru_EEX,Emerald Expositions,913.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2748,ru_NYNY,Empire Resorts,916.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2749,ru_ESRT,Empire State Realty,917.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2750,ru_EIG,Employers,918.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2752,ru_EHC,Encompass Health,920.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2753,ru_ECPG,Encore Capital,921.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2754,ru_WIRE,Encore Wire,922.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2755,ru_ENDP,Endo,923.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2756,ru_ECYT,Endocyte,924.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2757,ru_ELGX,Endologix,925.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2758,ru_EIGI,Endurance,926.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2759,ru_EGN,Energen,927.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2760,ru_ENR,Energizer,928.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2761,ru_UUUU,Energy Fuels,930.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2762,ru_EGC,Energy Xxi Gulf Coast,932.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2763,ru_EBF,Ennis,935.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2766,ru_ENSG,Ensign,939.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2767,ru_ESGR,Enstar Group Limited,940.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2768,ru_ENFC,Entegra Financial,941.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2770,ru_ETM,Entercom Communications,943.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2771,ru_EBTC,Enterprise Bank,945.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2772,ru_EFSC,Enterprise Financial Services,946.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2773,ru_EVC,Entravision Communications,947.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2775,ru_EVI,Envirostar,949.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2776,ru_ENZ,Enzo Biochem,951.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2777,ru_EPE,Ep Energy,953.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2779,ru_EPR,Epr Properties,957.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2780,ru_EQT,EQT,958.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2781,ru_EQBK,Equity Bancshare,961.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2782,ru_EQC,Equity Commonwealth,962.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2783,ru_ELS,Equity Lifestyle Prop,963.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2784,ru_ERA,ERA,965.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2785,ru_ERIE,Erie Indemnity,966.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2786,ru_EROS,Eros,967.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2787,ru_ESCA,Escalade,968.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2788,ru_ESE,Esco Technologies,969.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2789,ru_ESPR,Esperion Therapeutics,970.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2790,ru_ESQ,Esquire Financial,971.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2791,ru_ESSA,Essa Bank,972.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2792,ru_ESNT,Essent,974.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2794,ru_EL,Estee Lauder Companies,976.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2796,ru_ETSY,Etsy,979.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2797,ru_EVBN,Evans Bank,981.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2799,ru_RE,Everest Re,985.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2800,ru_EVRG,Evergy,986.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2801,ru_EVRI,Everi,987.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2803,ru_EOLS,Evolus,991.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2804,ru_EPM,Evolution Petroleum,992.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2805,ru_AQUA,Evoqua Water Tech,993.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2806,ru_EXAS,Exact Sciences,994.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2807,ru_XAN,Exantas Capital,995.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2808,ru_XELA,Exela Technologies,996.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2810,ru_EXLS,Exlservice,999.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2811,ru_EXPD,Expeditors of Wash,1001.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2813,ru_ESRX,Express Scripts Hold,1004.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2814,ru_STAY,Extended Stay America,1005.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2816,ru_XOG,Extraction Oil & Gas,1008.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2817,ru_EZPW,Ezcorp,1011.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2818,ru_FN,Fabrinet,1013.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2819,ru_FICO,Fair Isaac,1016.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2820,ru_FARM,Farmer Bros,1017.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2821,ru_FMAO,Farmers & Merchants Bncp,1018.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2822,ru_FFKT,Farmers Capital Bk,1019.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2823,ru_FMNB,Farmers Natl Banc,1020.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2824,ru_FPI,Farmland Partners,1021.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2825,ru_FARO,Faro Technologies,1022.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2826,ru_FATE,Fate Therapeutics,1024.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2827,ru_FBK,Fb Financial,1025.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2828,ru_FFG,Fbl Financial,1026.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2829,ru_FCB,Fcb Financial,1027.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2830,ru_AGM,Federal Agric Mortgage,1028.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2831,ru_FRT,Federal Realty Invt,1029.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2832,ru_FSS,Federal Signal,1030.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2833,ru_FII,Federated Investors,1031.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2834,ru_FNHC,Fednat Company,1033.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2835,ru_FENC,Fennec Pharmaceuticals,1034.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2836,ru_FOE,Ferro,1035.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2837,ru_FG,FGL,1036.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2839,ru_FDBC,Fidelity D&D Bank,1038.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2840,ru_LION,Fidelity Southern,1040.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2841,ru_FRGI,Fiesta Restaurant,1041.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2842,ru_FNGN,Financial Engines,1043.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2843,ru_FISI,Financial Instns,1044.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2844,ru_FNLC,First Bank,1048.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2845,ru_FBNC,First Bank Nc,1049.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2846,ru_FBP,First Bank Pr,1050.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2847,ru_FBMS,First Bancshares Inc Ms,1051.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2848,ru_FRBA,First Bank Williamstown,1052.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2849,ru_BUSE,First Busey,1053.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2850,ru_FBIZ,First Business Financial,1054.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2851,ru_FCBP,First Choice Bank,1055.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2852,ru_FCNCA,First Citizens Bancshrs,1056.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
2853,ru_FCF,First Commonwlth Financial,1059.0,ru3000,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
