list_id,company,job_keyword,url,date
f1000_228,NRG Energy,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ANRG+Energy&l=Anywhere&jt=fulltime,2019-01-18
f1000_228,NRG Energy,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ANRG+Energy&l=Anywhere&jt=fulltime,2019-01-18
f1000_230,Devon Energy,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ADevon+Energy&l=Anywhere&jt=fulltime,2019-01-18
f1000_230,Devon Energy,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ADevon+Energy&l=Anywhere&jt=fulltime,2019-01-18
f1000_231,D.R. Horton,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AD.R.+Horton&l=Anywhere&jt=fulltime,2019-01-18
f1000_231,D.R. Horton,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AD.R.+Horton&l=Anywhere&jt=fulltime,2019-01-18
f1000_232,Bed Bath & Beyond,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ABed+Bath+%26+Beyond&l=Anywhere&jt=fulltime,2019-01-18
f1000_232,Bed Bath & Beyond,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ABed+Bath+%26+Beyond&l=Anywhere&jt=fulltime,2019-01-18
f1000_233,Consolidated Edison,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3AConsolidated+Edison&l=Anywhere&jt=fulltime,2019-01-18
f1000_233,Consolidated Edison,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3AConsolidated+Edison&l=Anywhere&jt=fulltime,2019-01-18
f1000_235,Sherwin-Williams,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ASherwin-Williams&l=Anywhere&jt=fulltime,2019-01-18
f1000_235,Sherwin-Williams,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ASherwin-Williams&l=Anywhere&jt=fulltime,2019-01-18
f1000_236,NGL Energy Partners,data scientist,https://www.indeed.com/jobs?q=data+scientist+company%3ANGL+Energy+Partners&l=Anywhere&jt=fulltime,2019-01-18
f1000_236,NGL Energy Partners,machine learning,https://www.indeed.com/jobs?q=machine+learning+company%3ANGL+Energy+Partners&l=Anywhere&jt=fulltime,2019-01-18
