list_id,company,rank,source,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5
nasdaq_SXI,Standex,332.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_KAI,Kadant,336.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_RMBS,Rambus,339.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CMCM,Cheetah Mobile,340.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_KFRC,Kforce,343.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BILI,Bilibili,344.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_JT,Jianpu Technology,345.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SFUN,Fang Limited,346.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CTK,CooTek,347.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SOHU,Sohu.com Limited,354.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PLAB,Photronics,356.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TGH,Textainer Limited,357.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TYPE,Monotype Imaging,359.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_HSII,Heidrick & Struggles,362.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_HMI,Huami,364.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SPNS,Sapiens Corporation N.V.,366.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_QTNA,Quantenna Communications,367.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CMTL,Comtech Telecommunications,369.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_VNET,21Vianet,370.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SGH,SMART Global,372.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SWIR,Sierra Wireless,375.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GILT,Gilat Satellite Networks,377.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_JKS,JinkoSolar Company Limited,381.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PKE,Park Electrochemical,383.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BBSI,Barrett Business Services,385.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ATTU,Attunity,387.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_HIMX,Himax Technologies,388.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_KE,Kimball Electronics,391.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ERII,Energy Recovery,393.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SSTI,ShotSpotter,394.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_VECO,Veeco Instruments,395.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MGIC,Magic Software Enterprises,396.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CPSI,Computer Programs and Systems,397.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PHUN,Phunware,400.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GTYH,GTY Technology,401.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CYOU,Changyou.com Limited,402.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SLP,Simulations Plus,404.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MIXT,MiX Telematics Limited,405.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MAXR,Maxar Technologies,406.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_KEYW,The KEYW,407.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DQ,DAQO New Energy,408.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GFN,General Finance,409.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ZIXI,Zix,411.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_NPTN,NeoPhotonics,412.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MTLS,Materialise NV,413.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AAOI,Applied Optoelectronics,414.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AMSWA,American Software,415.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AQ,Aquantia,419.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CRNT,Ceragon Networks,420.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PDFS,PDF Solutions,421.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SNCR,Synchronoss Technologies,424.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AOSL,Alpha and Omega Semiconductor Limited,430.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SILC,Silicom,431.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GRNQ,Greenpro Capital,432.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BGSF,BG Staffing,436.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MX,MagnaChip Semiconductor,437.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DMRC,Digimarc,438.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TEUM,Pareteum,439.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ALLT,Allot,440.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_RUBI,The Rubicon Project,441.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_WATT,Energous,442.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_KVHI,KVH Industries,445.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TRVG,trivago N.V.,446.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_HIVE,Aerohive Networks,447.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AXTI,AXT,450.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MTC,MMTec,451.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ACMR,ACM Research,452.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_INS,Intelligent Systems,453.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IOTS,Adesto Technologies,455.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PCYG,Park City,456.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GSIT,GSI Technology,457.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BRQS,Borqs Technologies,458.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CYRN,Cyren,459.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ALYA,Alithya,460.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MDCA,MDC Partners,461.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_VUZI,Vuzix,462.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ALOT,AstroNova,465.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MNTX,Manitex,466.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_XNET,Xunlei Limited,467.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_LIQT,LiqTech,471.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PXLW,Pixelworks,472.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_INSE,Inspired Entertainment,473.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IVAC,Intevac,474.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SMTX,SMTC,476.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_RDCM,Radcom,477.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PNTR,Pointer Telocation,478.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_RENN,Renren,479.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_RMBL,RumbleOn,480.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AIRG,Airgain,481.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_RNWK,RealNetworks,482.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MRAM,Everspin Technologies,483.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_KOPN,Kopin,484.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SQNS,Sequans Communications S.A.,487.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GEC,Great Elm Capital,488.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IMOS,ChipMOS TECHNOLOGIES,490.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_QUIK,QuickLogic,491.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_NTWK,NetSol Technologies,492.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PCTI,PC-Tel,493.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GSB,GlobalSCAPE,494.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SGOC,Sgoco,495.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_LTRX,Lantronix,498.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DTSS,Datasea,499.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PERI,Perion Network,500.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_RDVT,Red Violet,501.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AVNW,Aviat Networks,502.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_JG,Aurora Mobile Limited,503.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MTEC,MTech Acquisition,504.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CLPS,CLPS Incorporation,505.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TACT,TransAct Technologies,506.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_INVE,Identiv,507.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ASYS,Amtech Systems,508.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_VISI,Volt Information Sciences,509.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CTG,Computer Task,512.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_KTCC,Key Tronic,513.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ICLK,iClick Interactive Asia Limited,517.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_WISA,Summit Wireless Technologies,518.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IMI,Intermolecular,519.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BKTI,BK Technologies,520.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SOL,Renesola,522.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_HQCL,Hanwha Q CELLS,523.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SMSI,Smith Micro Software,524.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MTBC,Medical Transcription Billing,525.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_OIIM,O2Micro Limited,526.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TAOP,Taoping,528.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MNDO,Mind C.T.I.,529.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_RCMT,RCM Technologies,530.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ATOM,Atomera,531.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PIXY,ShiftPixy,532.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SPRT,support.com,533.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MIND,Mitcham Industries,535.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_HSON,Hudson Global,537.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AUTO,AutoWeb,538.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_LPTH,LightPath Technologies,539.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_EMAN,eMagin,540.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_INOD,Innodata,541.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SIFY,Sify Technologies Limited,543.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ISSC,Innovative Solutions and Support,545.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IDN,Intellicheck,546.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_OSS,One Stop Systems,547.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_OTIV,On Track Innovations,548.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MOXC,Moxian,549.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GIGM,GigaMedia Limited,550.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MRIN,Marin Software,551.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_DGLY,Digital Ally,552.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CVR,Chicago Rivet & Machine,553.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_PFIN,P & F Industries,554.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CNET,ChinaNet Online,555.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CCIH,ChinaCache,556.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MYSZ,My Size,557.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MNGA,MagneGas Applied Technology Solutions,558.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ZDGE,Zedge,560.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_NETE,Net Element,561.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SRAX,Social Reality,562.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_GSUM,Gridsum,563.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_QRHC,Quest Resource,564.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SPCB,SuperCom,565.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_RBCN,Rubicon Technology,566.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_STRM,Streamline Health Solutions,567.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_QUMU,Qumu,568.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CCNI,Command Center,569.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_HHS,Harte-Hanks,570.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IIJI,Internet Initiative Japan,571.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IPAS,iPass,572.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AMCN,AirMedia,573.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_EVOL,Evolving Systems,574.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ACY,AeroCentury,575.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_LINK,Interlink Electronics,576.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_FPAY,FlexShopper,577.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SCKT,Socket Mobile,578.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_QBAK,Qualstar,579.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BKYI,BIO-key,581.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_NNDM,Nano Dimension,583.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TRT,Trio-Tech,584.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BDR,Blonder Tongue Laboratories,585.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_LEDS,SemiLEDS,586.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TSRI,TSR,587.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_STAF,Staffing 360 Solutions,588.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_AMRH,Ameri,589.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TISA,Top Image Systems,590.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CPAH,CounterPath,591.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BOSC,B.O.S. Better Online Solutions,592.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BVSN,BroadVision,593.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_MOSY,MoSys,594.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_CREX,Creative Realities,595.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ANY,Sphere 3D,596.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_IPDN,Professional Diversity Network,597.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SPI,SPI Energy,598.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_FORTY,Formula Systems,599.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_INPX,Inpixon,600.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_ELTK,Eltek,601.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_TCCO,Technical Communications,602.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SCON,Superconductor Technologies,603.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_BLIN ,Bridgeline Digital,604.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_FRSX,Foresight Autonomous,605.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_JMU,JMU Limited,606.0,nasdaq_tech,data_science,stats,quant,mba,consultant
nasdaq_SFET,Safe-T,607.0,nasdaq_tech,data_science,stats,quant,mba,consultant
glassdoor_1,Horizon Innovations,2.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_3,Marketing 360,4.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_4,Digital Prospectors,5.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_5,GetUWired,6.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_9,Peabody Properties,10.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_10,South Carolina Federal Credit Union,11.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_11,driversselect,12.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_13,New Western,14.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_16,Sundance Vacations,17.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_18,Pariveda Solutions,19.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_19,nbkc bank,20.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_20,G-TECH Services,21.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_28,Common Thread Collective,29.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_29,Life.Church,30.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_31,Best Version Media,32.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_32,KeepTruckin,33.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_36,Greenhouse Software,37.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_37,Thrive Mortgage,38.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_39,Towne Properties,40.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_41,Glint,42.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_42,Healthy Spot,43.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_43,Thomas J. Henry Injury Attorneys,44.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_47,Corporate Brokers,48.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_48,eXp Realty,49.0,glassdoor_med_small,data_science,stats,quant,mba,consultant
glassdoor_51,Zoom Video Communications,2.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_55,LinkedIn,6.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_62,St. Jude Children's Research Hospital,13.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_64,Power Home Remodeling,15.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_72,Trader Joe's,23.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_75,Fast Enterprises,26.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_80,H E B,31.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_86,E. & J. Gallo Winery,37.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_88,NIH,39.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_95,Wegmans Food Markets,46.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_110,Hilti North America,61.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_116,Vipkid,67.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_123,Aptive Environmental,74.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_125,Kimpton Hotels & Restaurants,76.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_127,Great Lakes Caring,78.0,glassdoor_large,data_science,stats,quant,mba,consultant
glassdoor_146,FLIK Hospitality,97.0,glassdoor_large,data_science,stats,quant,mba,consultant
forbes_0,Stripe,1.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_23,nCino,24.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_24,AppDirect,25.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_35,Darktrace,36.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_38,Automattic,39.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_39,PointClickCare,40.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_44,Canva,45.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_46,Checkr,47.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_47,WalkMe,48.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_54,SMS Assist,55.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_66,BrowserStack,67.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_67,Auth0,68.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_69,Hootsuite,70.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_75,C3 IoT,76.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_76,NewVoiceMedia,77.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_77,ZipRecruiter,78.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_79,Collibra,80.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_80,Airtable,81.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_81,Evernote,82.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_89,Pindrop Security,90.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_92,Podium,93.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_94,Cloudinary,95.0,forbes_cloud100,data_science,stats,quant,mba,consultant
forbes_99,Pendo,100.0,forbes_cloud100,data_science,stats,quant,mba,consultant
cnbc_3,Didi Chuxing,4.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_10,TransferWise,11.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_11,Oscar Health,12.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_16,TheRealReal,17.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_17,Indigo Agriculture,18.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_18,Ezetap,19.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_23,Ellevest,24.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_27,Xiaomi,28.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_28,Flirtey,29.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_29,Veritas Genetics,30.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_46,Luminar,47.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
cnbc_48,GitHub,49.0,cnbc_disruptor50,data_science,stats,quant,mba,consultant
bi_5,Intarcia Therapeutics,20.0,business_insider25,data_science,stats,quant,mba,consultant
bi_9,Machine Zone,16.0,business_insider25,data_science,stats,quant,mba,consultant
